0, 64.290, 2.648, 0.000
1, 130.195, 5.371, 0.000
2, 187.243, 7.752, 0.000
3, 235.821, 9.764, 0.000
4, 273.985, 11.377, 0.000
5, 307.296, 12.709, 0.000
6, 323.421, 13.475, 0.000
7, 336.170, 13.946, 0.000
8, 339.698, 14.064, 0.000
9, 326.967, 13.523, 0.000
10, 290.068, 12.071, 0.000
11, 245.963, 10.216, 0.000
12, 198.908, 8.229, 0.000
13, 144.720, 6.005, 0.000
14, 86.097, 3.549, 0.000
15, 18.700, 0.758, 0.000
16, -56.442, -2.315, 0.000
17, -123.426, -5.089, 0.000
18, -180.936, -7.510, 0.000
19, -230.526, -9.563, 0.000
20, -269.504, -11.224, 0.000
21, -303.987, -12.557, 0.000
22, -321.575, -13.395, 0.000
23, -334.971, -13.901, 0.000
24, -339.586, -14.084, 0.000
25, -330.362, -13.639, 0.000
26, -295.299, -12.272, 0.000
27, -251.058, -10.445, 0.000
28, -204.313, -8.489, 0.000
29, -150.968, -6.274, 0.000
30, -92.716, -3.836, 0.000
31, -27.897, -1.114, 0.000
32, 47.442, 1.940, 0.000
33, 115.597, 4.777, 0.000
34, 174.145, 7.250, 0.000
35, 225.369, 9.370, 0.000
36, 265.101, 11.050, 0.000
37, 300.335, 12.491, 0.000
38, 320.316, 13.360, 0.000
39, 333.715, 13.884, 0.000
40, 339.363, 14.114, 0.000
41, 332.545, 13.819, 0.000
42, 299.899, 12.499, 0.000
43, 256.121, 10.670, 0.000
44, 210.111, 8.740, 0.000
45, 157.580, 6.568, 0.000
46, 100.178, 4.168, 0.000
47, 36.549, 1.500, 0.000
48, -39.461, -1.636, 0.000
49, -108.569, -4.498, 0.000
50, -168.349, -6.990, 0.000
51, -220.237, -9.153, 0.000
52, -260.863, -10.867, 0.000
53, -296.729, -12.335, 0.000
54, -318.970, -13.257, 0.000
55, -332.448, -13.826, 0.000
56, -339.230, -14.112, 0.000
57, -334.954, -13.905, 0.000
58, -305.460, -12.700, 0.000
59, -261.502, -10.889, 0.000
60, -215.750, -8.992, 0.000
61, -163.943, -6.834, 0.000
62, -106.701, -4.438, 0.000
63, -44.334, -1.841, 0.000
64, 30.688, 1.241, 0.000
65, 100.491, 4.164, 0.000
66, 161.237, 6.727, 0.000
67, 214.394, 8.931, 0.000
68, 256.902, 10.694, 0.000
69, 293.301, 12.209, 0.000
70, 316.705, 13.172, 0.000
71, 330.783, 13.781, 0.000
72, 338.982, 14.090, 0.000
73, 336.987, 13.949, 0.000
74, 309.530, 12.819, 0.000
75, 266.486, 11.075, 0.000
76, 221.377, 9.176, 0.000
77, 170.985, 7.056, 0.000
78, 114.103, 4.710, 0.000
79, 52.452, 2.118, 0.000
80, -21.801, -0.959, 0.000
81, -92.756, -3.893, 0.000
82, -154.962, -6.462, 0.000
83, -209.044, -8.705, 0.000
84, -252.198, -10.504, 0.000
85, -288.862, -12.042, 0.000
86, -314.836, -13.074, 0.000
87, -328.799, -13.716, 0.000
88, -338.573, -14.074, 0.000
89, -338.160, -14.017, 0.000
90, -313.862, -13.001, 0.000
91, -271.743, -11.289, 0.000
92, -227.024, -9.425, 0.000
93, -177.148, -7.324, 0.000
94, -120.296, -4.976, 0.000
95, -60.164, -2.439, 0.000
96, 12.370, 0.575, 0.000
97, 84.624, 3.544, 0.000
98, 147.948, 6.136, 0.000
99, 202.582, 8.414, 0.000
100, 247.483, 10.286, 0.000
101, 284.587, 11.852, 0.000
102, 312.867, 12.964, 0.000
103, 327.107, 13.647, 0.000
104, 338.078, 14.027, 0.000
105, 339.213, 14.000, 0.000
106, 317.258, 13.129, 0.000
107, 276.954, 11.513, 0.000
108, 232.931, 9.635, 0.000
109, 183.789, 7.570, 0.000
110, 127.689, 5.278, 0.000
111, 68.133, 2.745, 0.000
112, -3.928, -0.218, 0.000
113, -77.029, -3.198, 0.000
114, -141.211, -5.858, 0.000
115, -196.845, -8.177, 0.000
116, -243.023, -10.092, 0.000
117, -280.316, -11.684, 0.000
118, -310.599, -12.847, 0.000
119, -325.488, -13.575, 0.000
120, -337.447, -13.998, 0.000
121, -339.572, -14.046, 0.000
122, -321.262, -13.283, 0.000
123, -282.313, -11.720, 0.000
124, -237.838, -9.872, 0.000
125, -189.430, -7.834, 0.000
126, -133.780, -5.545, 0.000
127, -75.240, -3.054, 0.000
128, -5.176, -0.169, 0.000
129, 68.598, 2.835, 0.000
130, 134.294, 5.568, 0.000
131, 190.666, 7.900, 0.000
132, 238.326, 9.882, 0.000
133, 276.478, 11.498, 0.000
134, 308.311, 12.754, 0.000
135, 323.628, 13.511, 0.000
136, 336.578, 13.963, 0.000
137, 339.624, 14.050, 0.000
138, 325.116, 13.437, 0.000
139, 287.374, 11.949, 0.000
140, 243.145, 10.092, 0.000
141, 195.784, 8.089, 0.000
142, 140.986, 5.850, 0.000
143, 82.225, 3.379, 0.000
144, 13.834, 0.548, 0.000
145, -61.050, -2.508, 0.000
146, -127.489, -5.257, 0.000
147, -184.482, -7.653, 0.000
